,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
283,-0.04326334,-0.0589575,0.048919294,-0.019069284,0.076523356,0.052157238,-0.11229977,0.08127387,0.011463366,-0.05198863,0.0012750996,-0.06666085,0.027392143,0.0688618,0.0073760822,0.021434342,0.022025295,-0.033461444,-0.034756534,0.015547641,-0.15979071,0.053527683,0.007435955,-0.01859829,-0.0768919,0.028357571,-0.010745531,0.014039975,-0.050904058,0.03359977,0.035980307,-0.013981521,-0.07126145,0.010988495,-0.060151577,-0.025396656,-0.054608386,0.010581687,-0.08803623,-0.007183522,-0.01284216,-0.08184425,-0.0068980046,-1.070634,-0.055015236,-0.038801897,-0.082223296,0.03532618,-0.08302304,0.13027215
416,-0.0056611374,-0.061672214,0.061973277,-0.030737698,0.04724075,0.018154837,-0.14770636,0.05996876,0.01769755,-0.031091787,0.0071565434,-0.049159966,-0.004276801,0.04941642,0.02335164,0.017555231,0.006820203,-0.049691193,-0.0027922094,0.010877855,-0.118244484,0.03389083,-0.01593677,-0.055456474,-0.096839584,0.023223277,0.0076034763,0.0049086176,-0.012113832,0.057911705,0.02009596,-0.029719487,-0.039019436,0.008736027,-0.026502758,-0.030461278,-0.036834013,-0.006761074,-0.03513978,-0.0076027084,-0.0017955229,-0.1096443,-0.00898483,-1.4191782,-0.0141074285,-0.022798259,-0.08134883,0.035891782,-0.063501015,0.10584906
36,0.26777944,-0.22790274,0.09969745,-0.060261577,0.35292017,0.036504857,-0.8670546,0.44603354,-0.03709621,-0.18092674,0.092107266,-0.3234733,0.10587227,0.42839217,0.16873354,0.15468112,-0.06087806,-0.20261583,-0.12102224,0.07556077,-0.79105747,-0.04870285,-0.11176617,-0.34166163,-0.7623161,-0.03388376,0.22602332,-0.0027921535,0.16529338,0.3631075,0.083510734,-0.28868592,-0.21502669,0.16286223,-0.12613423,-0.030145101,-0.17849448,-0.0020868033,-0.0899373,-0.16230118,0.2050441,-0.6908784,0.09897697,-0.3926913,0.03180048,-0.048147608,-0.3568035,0.55666673,-0.3515967,0.7254677
251,0.0014982596,-0.07353163,0.06308324,-0.030617356,0.06910546,0.033823527,-0.18017218,0.08935563,0.0056208894,-0.043213844,0.007101685,-0.07336593,0.016517874,0.074690655,0.03384124,0.03972601,0.0034842873,-0.05776406,-0.021748632,0.012478448,-0.16595826,0.035420384,-0.007499613,-0.056906715,-0.12994535,0.019400395,0.017698282,0.007267412,-0.008403793,0.07015044,0.027257878,-0.041998126,-0.060809284,0.018920021,-0.047165737,-0.03047657,-0.04619023,0.000902649,-0.06187903,-0.011617588,0.008180477,-0.13060212,0.0052432604,-1.2939134,-0.023471318,-0.02790996,-0.098241486,0.06645897,-0.08370419,0.16197328
174,0.33380514,-0.26262012,0.116319045,-0.086357445,0.35571927,0.01654289,-1.0043429,0.4800005,-0.048522122,-0.16815516,0.11022145,-0.35867438,0.100891516,0.4478355,0.20779952,0.1775096,-0.08894962,-0.23861128,-0.08137769,0.061834015,-0.8443086,-0.08138149,-0.15823981,-0.42249203,-0.8877107,-0.030259658,0.28435102,0.0043256693,0.22499947,0.4169974,0.051534396,-0.3690292,-0.20799038,0.15783949,-0.10316336,-0.051584635,-0.17634219,-0.017094336,-0.079682074,-0.18872236,0.25529268,-0.82847,0.102880225,-0.7050619,0.075919725,-0.040257346,-0.39268884,0.63798785,-0.3741058,0.8019458
88,-0.12685055,0.1033736,0.018802606,0.0016903281,-0.16502151,-0.026519291,0.3546448,-0.2653346,0.09722413,0.033681467,-0.06626074,0.18730718,-0.13677377,-0.1984084,-0.0737511,-0.10593162,-0.014579077,0.021821046,0.02279631,-0.042131178,0.3823529,0.07512825,0.051592387,0.14597689,0.32522702,0.021701653,-0.119946696,-0.079120845,-0.1067036,-0.1304754,0.021852106,0.21851203,0.0966014,-0.014158149,0.06637871,0.02068514,0.045168757,0.026305571,0.0912696,0.13415521,-0.18632777,0.33277836,-0.042750414,-2.1285937,0.011103593,0.0014567636,0.11855176,-0.34819728,0.17433594,-0.41252017
325,-0.02308587,0.012670439,0.037782792,-0.010004163,-0.085943975,-0.038418494,0.06188094,-0.101389185,0.07977872,0.029313492,-0.024266914,0.07641176,-0.08493693,-0.08045445,-0.013801008,-0.04919158,-0.013803783,-0.029872477,0.02166254,-0.018471248,0.1554077,0.04626365,0.0049620643,0.017325504,0.09902346,0.030120227,-0.036657188,-0.04162683,-0.01560007,-0.018976066,0.029962122,0.07658469,0.053295486,0.0009218931,0.040331095,-0.006372337,0.012556285,-0.0048203245,0.057159465,0.046703547,-0.07076575,0.0722066,-0.030818392,-1.9710195,0.01847294,-0.0041496046,-0.0051379204,-0.13954717,0.07445041,-0.15029424
108,-0.050865896,0.05546243,0.02291521,0.000859499,-0.1523683,-0.05797618,0.18877971,-0.1801282,0.103802465,0.05838748,-0.040004864,0.13771424,-0.11998439,-0.1476078,-0.0355108,-0.07909,-0.017964058,-0.017321348,0.03396035,-0.034933947,0.30104792,0.047773384,0.022951938,0.064086646,0.19755988,0.033165444,-0.07142668,-0.06932786,-0.024899304,-0.066270806,0.02575016,0.13644233,0.09315829,-0.004138699,0.060238704,0.010563205,0.04645575,-0.0020437017,0.09933211,0.06770472,-0.10709849,0.18244478,-0.044380914,-2.2014346,0.027439117,0.0031290315,0.038066417,-0.22557703,0.13695918,-0.28714898
220,-0.19401303,0.028877374,0.02064904,0.030354679,-0.01572325,0.074587375,0.21989524,-0.06836593,0.05993636,-0.03297434,-0.034957856,0.058182254,-0.019291956,-0.07971356,-0.08631021,-0.047573555,0.045344055,0.01700145,-0.04889925,-0.013999648,0.08044639,0.11962141,0.07787802,0.14111792,0.2120374,0.020616576,-0.12685044,-0.011564035,-0.15073915,-0.08853439,0.052751355,0.14611886,-0.021619864,-0.013426235,-0.036933705,5.4183416e-05,-0.017655678,0.045941085,-0.06654612,0.06942196,-0.1480456,0.22016811,-0.0150025,-1.1468316,-0.094159864,-0.04558153,0.040883034,-0.22035861,0.039238628,-0.14831385
166,0.13054311,-0.1609937,0.09414844,-0.07394081,0.18641803,0.027545072,-0.522891,0.24202417,-0.035245977,-0.08212711,0.050503783,-0.18878365,0.062346138,0.23001188,0.113554634,0.0997873,-0.032490358,-0.12552166,-0.015423425,0.02508638,-0.44559163,-0.016763104,-0.07370683,-0.22607549,-0.446804,0.010034367,0.13230303,0.018973466,0.09168278,0.2084053,0.0129598975,-0.19538274,-0.11229402,0.06026593,-0.065659314,-0.05387456,-0.0921877,-0.01733375,-0.08625911,-0.080048904,0.12663229,-0.43802607,0.03638975,-1.1848689,0.02413755,-0.025783885,-0.22471273,0.3129409,-0.21587896,0.43119937
289,-0.045716293,0.008159507,0.023883516,0.0035870075,-0.051768176,-0.010473691,0.0768842,-0.0786528,0.05720423,0.014902512,-0.021224678,0.045557804,-0.05554204,-0.05148589,-0.017104477,-0.042429943,-0.0052354974,-0.0156788,0.0019796565,0.0023544505,0.1085131,0.047236234,0.011868484,0.03993714,0.10373288,0.028790172,-0.050389726,-0.024293642,-0.05000724,-0.026861649,0.03338799,0.07672449,0.01884833,-0.008375731,0.010801673,-0.009156969,-0.0042554066,0.002251953,0.0145331435,0.029764818,-0.06097809,0.08531174,-0.012816373,-1.6139883,-0.013594564,0.00049121305,-0.008337878,-0.11264102,0.038028523,-0.11190471
332,-0.08458086,0.06678976,0.012125805,0.0068650246,-0.13481554,-0.024953514,0.24205548,-0.18076088,0.09216999,0.037673905,-0.048397705,0.13258049,-0.09456962,-0.1408253,-0.053077295,-0.08474246,-0.0039431844,0.009341162,0.007970214,-0.017653786,0.29211527,0.06256861,0.03632351,0.10483207,0.24088559,0.0357092,-0.09662125,-0.056703385,-0.07350703,-0.09542842,0.03263572,0.16097987,0.06921765,-0.018708033,0.044120446,0.0111090345,0.025736041,0.013429338,0.06647304,0.069117025,-0.11920196,0.23062938,-0.034247387,-1.8490705,-0.0040958114,0.005558502,0.054042786,-0.23222339,0.12440044,-0.2904317
300,0.34360412,-0.2641546,0.11539923,-0.08962244,0.36631507,0.015689261,-1.0061494,0.48638093,-0.053321704,-0.17206071,0.10760061,-0.36901215,0.09720622,0.4610187,0.21418601,0.18155755,-0.09554762,-0.23698387,-0.0863887,0.068469055,-0.85528684,-0.086605355,-0.16126728,-0.4228606,-0.8917735,-0.033459816,0.28737304,0.0017543547,0.22253402,0.42269063,0.05993828,-0.36941046,-0.2034518,0.16033773,-0.110176235,-0.048210133,-0.18281175,-0.019598886,-0.07372813,-0.18843019,0.25982425,-0.83064836,0.11510427,-0.63156223,0.07261226,-0.03877109,-0.3956797,0.6473276,-0.38202485,0.8143804
278,-0.16333541,0.020899374,0.025759388,0.027219415,-0.013249204,0.064315125,0.17581114,-0.059070915,0.051496305,-0.024415301,-0.026274912,0.041786484,-0.0154759325,-0.065120034,-0.07212603,-0.03825798,0.046606414,0.011693761,-0.04253173,-0.0045189336,0.07047424,0.10617405,0.06887866,0.11788282,0.18123868,0.019716414,-0.108571686,-0.0061876737,-0.13266778,-0.077066205,0.04681232,0.12223346,-0.023376338,-0.018823428,-0.037999243,-0.0073894532,-0.020974778,0.034580745,-0.06361338,0.053433426,-0.122503206,0.1750882,-0.018524896,-1.1823053,-0.089863166,-0.042273972,0.02053921,-0.18115997,0.024041481,-0.11820097
32,0.0026384518,-0.060894962,0.058842424,-0.022660673,0.038005926,0.017521642,-0.14915296,0.05736397,0.025438905,-0.030127218,0.0008976159,-0.043341894,-0.004176628,0.04216345,0.033294972,0.0159635,0.005712622,-0.047386445,-0.008557141,0.014231272,-0.12071746,0.042139534,-0.013192825,-0.057892516,-0.09772725,0.019911353,0.0104459915,0.0074133836,-0.010155968,0.061498184,0.021848947,-0.03156749,-0.032109916,0.007460161,-0.023506492,-0.03386617,-0.041618563,-0.0017899871,-0.032291505,-0.00077141076,-0.009570301,-0.102823325,0.006301161,-1.416955,-0.010983042,-0.018950988,-0.08245848,0.032584213,-0.058669187,0.102151774
69,0.37545466,-0.28744897,0.12356968,-0.10256562,0.3970969,0.0114244595,-1.0906792,0.5262296,-0.05143643,-0.19082096,0.11394479,-0.39871237,0.10066083,0.51008344,0.23130569,0.20075646,-0.10281536,-0.25828034,-0.09101307,0.071756236,-0.9327646,-0.09699692,-0.1758182,-0.4636173,-0.9719673,-0.041538466,0.31544045,0.0008841567,0.24891333,0.45752227,0.06339854,-0.40456364,-0.22213711,0.1783115,-0.11303608,-0.0528461,-0.20186138,-0.021157302,-0.069494076,-0.2029352,0.27846923,-0.9082924,0.12275061,-0.6199348,0.08576555,-0.044447158,-0.42665607,0.7034563,-0.417288,0.87504244
60,-0.10846638,0.07404092,0.020657904,0.012639701,-0.14886007,-0.034649514,0.2803826,-0.20464613,0.11194033,0.044654988,-0.052876413,0.15732709,-0.12282984,-0.17679143,-0.06620321,-0.09517616,-0.0002446277,0.006006349,0.020435557,-0.0374515,0.3235433,0.076690204,0.0523246,0.111575186,0.2712523,0.022788594,-0.10896721,-0.06211054,-0.074688524,-0.1061772,0.03752324,0.18099552,0.0889941,-0.01089538,0.051994577,0.011966246,0.04211334,0.017247006,0.07505137,0.09821209,-0.16043288,0.26683995,-0.049647573,-2.1010878,-0.0034513436,-0.0043172427,0.07457656,-0.3047343,0.14986692,-0.34747645
53,-0.029504783,-0.083575636,0.043909535,-0.015942186,0.1416013,0.07286629,-0.19715524,0.14434412,-0.001169622,-0.081150346,0.012770783,-0.12422675,0.059102785,0.14832166,0.01166717,0.044484712,0.009649181,-0.05385483,-0.06980235,0.029493056,-0.26241064,0.038719863,-0.0018361807,-0.023669751,-0.14888781,0.02846016,0.010642672,0.020548854,-0.05747202,0.061955724,0.058391545,-0.030594558,-0.11656185,0.028931957,-0.089179814,-0.014738615,-0.07602704,0.0184332,-0.11966483,-0.03316629,0.014526315,-0.14484137,0.0054566376,-0.6869366,-0.06647212,-0.046637345,-0.12015389,0.10062446,-0.12997928,0.23883349
46,-0.24613333,0.03848875,0.008766107,0.028100103,-0.01797659,0.087858774,0.30375743,-0.09086843,0.06687361,-0.03837108,-0.048219733,0.07732924,-0.012516227,-0.09402744,-0.114761256,-0.053861745,0.058955155,0.022119857,-0.066091254,-0.013834499,0.11321108,0.14052121,0.108549245,0.1872247,0.2641917,0.022930756,-0.1571958,-0.009562019,-0.17521237,-0.11672201,0.07171938,0.17439643,-0.025317315,-0.014406589,-0.05913499,0.011688045,-0.025833711,0.062607504,-0.08514768,0.07690724,-0.1734594,0.271419,-0.017997254,-1.052027,-0.12669545,-0.06367901,0.06622112,-0.25536656,0.058849834,-0.17770307
406,-0.052430786,0.007321056,0.033132374,-0.0023252964,-0.06908082,-0.011276968,0.08237379,-0.085291505,0.06713973,0.018223414,-0.027778476,0.06291567,-0.0671408,-0.0805668,-0.021915197,-0.042516842,0.0069917003,-0.019038074,0.008437976,-0.011128195,0.13455126,0.057587504,0.019280247,0.038572922,0.110375755,0.02930279,-0.055319864,-0.031900745,-0.043065682,-0.028976154,0.032664597,0.07856945,0.03211695,-0.010473912,0.02259861,-0.00603575,0.008018233,-0.0007978603,0.028149161,0.040009633,-0.079579055,0.08753913,-0.023905065,-1.8043908,-0.00707791,-0.013663594,-0.0014772713,-0.13533399,0.057403594,-0.1362522
339,-0.121048905,0.05034126,0.02127099,0.03543544,-0.09010841,0.0138375275,0.22415727,-0.12934078,0.09513926,0.006486779,-0.04375887,0.10476089,-0.074159324,-0.11978831,-0.06546364,-0.078682005,0.024420932,0.018392742,-0.02205287,-0.0119520575,0.18843834,0.09143017,0.052745424,0.10366814,0.2329609,0.02409135,-0.11484123,-0.020222519,-0.10125646,-0.095204644,0.047336176,0.15105249,0.03421223,-0.017714208,0.009914428,-0.00053105224,0.009076856,0.030841742,0.008442756,0.07216357,-0.14654578,0.23412362,-0.018225469,-1.5130739,-0.050444312,-0.015554462,0.038103476,-0.23456141,0.082828626,-0.23204684
380,0.09554324,-0.07027547,0.0649423,-0.038938344,0.0013078153,-0.03735675,-0.23561206,0.056569986,0.04104969,-0.0023032185,0.005815655,-0.04502711,-0.033431564,0.058892637,0.06532562,0.016619628,-0.05159288,-0.072608,0.016922146,-0.00016077608,-0.10136651,-0.001542015,-0.063579716,-0.11713123,-0.1634954,0.027854245,0.056958776,-0.015155587,0.05657907,0.09810819,0.02784887,-0.058030814,-0.007815704,0.03234483,0.019759089,-0.028165225,-0.021680884,-0.021311,0.026112873,-0.007725021,0.03412061,-0.16877034,0.008795755,-1.7220111,0.056318514,0.0013292842,-0.10921253,0.07061663,-0.038454853,0.1166002
49,-0.04745101,-0.028573703,0.043158248,-0.0037855208,0.0015184581,0.018909365,-0.026837628,0.006300729,0.04694415,-0.02289679,-0.012804434,-0.0012516528,-0.014750946,-0.0076905936,-0.0058798343,-0.01281113,0.019834176,-0.023583263,-0.021433242,0.005089633,-0.034494072,0.06864806,0.018034793,0.0010145885,0.01776135,0.027383812,-0.03929465,0.005425673,-0.046294674,0.008047712,0.038293548,0.031363375,-0.018029861,0.0012926357,-0.024693102,-0.021330211,-0.02689891,0.0058632493,-0.02896514,0.019965252,-0.052685346,0.008214194,-0.002183035,-1.3627555,-0.034050398,-0.029672813,-0.046899114,-0.04466097,-0.015739828,0.012432873
20,-0.056959577,0.06622937,0.01810374,0.0048897862,-0.16299146,-0.058195822,0.21553355,-0.19752692,0.11196953,0.0630029,-0.045365617,0.1490562,-0.12842204,-0.16145545,-0.04238883,-0.08343073,-0.0153517015,-0.013800383,0.039810322,-0.035479806,0.3358084,0.05053018,0.027207248,0.07911281,0.22529657,0.035967812,-0.074507676,-0.07290733,-0.032598093,-0.07763873,0.023474917,0.15089267,0.10264231,-0.013625351,0.061890706,0.012485254,0.04837247,-0.0019858405,0.1033888,0.068715796,-0.11472653,0.20688283,-0.046385404,-2.246444,0.02712775,0.00038863346,0.05132717,-0.24837756,0.14542863,-0.3140839
274,-0.03700102,-0.04071078,0.0526622,-0.012481928,0.012246229,0.01873444,-0.053936213,0.01769954,0.037912406,-0.017213458,-0.0071960837,-0.012554798,-0.015176307,0.005042337,0.0033479147,-0.0012716334,0.012832721,-0.03383983,-0.018238768,0.0046199486,-0.05761536,0.060792126,0.009669982,-0.008779438,-0.013117164,0.02071346,-0.028796097,0.0076719634,-0.03769201,0.020478036,0.03759961,0.017726295,-0.022934161,0.004046462,-0.017080054,-0.031625498,-0.031488303,0.007523777,-0.02953336,0.020051835,-0.04666735,-0.021329515,-0.0022619925,-1.4385078,-0.025322497,-0.024925876,-0.05869273,-0.035325818,-0.017742794,0.031293057
319,-0.04588846,0.07732563,0.018704597,-0.00301677,-0.1835458,-0.07516102,0.22092417,-0.20737056,0.11169065,0.07033734,-0.044674292,0.16017267,-0.13388088,-0.16844189,-0.0445045,-0.08721876,-0.02701183,-0.009888947,0.042184703,-0.03451682,0.37341398,0.046219096,0.021143086,0.07351899,0.229347,0.034140266,-0.073552184,-0.08272809,-0.01931268,-0.08526278,0.021716297,0.161336,0.11490892,-0.010785461,0.06324436,0.017057914,0.048332423,-0.006741382,0.123648226,0.06490524,-0.10708204,0.21811691,-0.03940324,-2.2680612,0.043469526,0.008285638,0.05840549,-0.24144256,0.1594936,-0.3285164
244,0.053625442,-0.096774966,0.07761631,-0.0471431,0.08396765,0.02061864,-0.2896895,0.11720293,0.0063272417,-0.044689327,0.020968653,-0.093292706,0.016213227,0.10762194,0.0649479,0.050356805,-0.015003911,-0.076537125,-0.0020814687,0.012663461,-0.23615623,0.022129204,-0.03658458,-0.13109455,-0.2258981,0.013239764,0.0622701,0.009239402,0.038653158,0.118115775,0.016924724,-0.09494923,-0.056736946,0.031670507,-0.03201203,-0.038500275,-0.057628408,-0.006632559,-0.047499273,-0.023240918,0.03948708,-0.22931024,0.013858415,-1.4346108,0.012038998,-0.024349604,-0.13406809,0.12408385,-0.113478154,0.21755889
442,-0.09877675,-0.027083818,0.045495942,0.0047869086,0.036009647,0.05444566,0.004466012,0.022594385,0.03938505,-0.04252913,-0.012701608,-0.011415746,0.0006957762,0.0009601265,-0.030198555,-0.0014210436,0.033056326,-0.019396678,-0.03518361,0.0005267337,-0.062661216,0.08476758,0.042960547,0.03712292,0.039032176,0.021717468,-0.05519596,0.009491127,-0.08199909,-0.010311025,0.040831223,0.04667569,-0.045733824,-0.0014091171,-0.046704993,-0.022711184,-0.037471484,0.022400387,-0.075844064,0.03128636,-0.07615937,0.031062026,-0.00989506,-1.2263523,-0.0689668,-0.04982585,-0.03238204,-0.07477434,-0.031243546,0.023946486
235,-0.15379962,-0.01864564,0.029320884,0.01810193,0.06993553,0.09746773,0.054638974,0.035264596,0.023131147,-0.07498418,-0.018018156,-0.028378168,0.035360716,0.012789957,-0.05258865,0.0063599814,0.042444333,-0.010379337,-0.072141275,0.00052817166,-0.094479404,0.106851794,0.061921827,0.08253184,0.054255113,0.019348621,-0.07842358,0.008919243,-0.13333423,-0.020383064,0.05689178,0.07793982,-0.08112957,0.005748092,-0.08727226,0.0030163443,-0.044181064,0.044219974,-0.11552122,0.028287904,-0.09172174,0.07864093,0.0022121407,-0.82261056,-0.10445167,-0.05563285,-0.010492295,-0.08560869,-0.046283826,0.04046841
233,-0.15599346,0.010641407,0.03146728,0.029511958,0.017936707,0.07641774,0.12850922,-0.019098163,0.054002225,-0.038814686,-0.026623309,0.02036795,0.005035095,-0.031644978,-0.061413288,-0.02418152,0.04747902,0.010019861,-0.05538957,-0.0007449016,0.0055950284,0.10938569,0.06966337,0.10499191,0.14290681,0.023304323,-0.10079118,0.005793836,-0.12673563,-0.060819793,0.05283287,0.1097552,-0.04390111,-0.0075391335,-0.05417165,-0.0064760977,-0.028707847,0.045277953,-0.08300178,0.052530766,-0.12014672,0.14801607,-0.013642956,-1.0334795,-0.09695776,-0.04766159,0.0042065084,-0.1533581,0.0037636478,-0.058773875
361,-0.047851436,-0.0053633116,0.037041828,0.00022923946,-0.041167445,-0.0014332235,0.04485189,-0.052194938,0.0580419,0.0041848626,-0.02017805,0.03898701,-0.047794763,-0.045925304,-0.016312592,-0.037406944,0.007693668,-0.019799747,-0.0034835264,-0.0012071356,0.065327704,0.056866154,0.013042711,0.023557512,0.07639457,0.028974244,-0.050487746,-0.013675597,-0.044712164,-0.014399792,0.03480634,0.06499901,0.013453923,-0.0025648342,0.00752005,-0.013127466,-0.006327592,0.004450947,0.008014608,0.030094722,-0.0688577,0.0646329,-0.011939298,-1.6004242,-0.015811604,-0.009152923,-0.023693532,-0.101928234,0.032181446,-0.08177924
